ID,name,full_name,club,club_logo,special,age,league,birth_date,height_cm,weight_kg,body_type,real_face,flag,nationality,photo,eur_value,eur_wage,eur_release_clause,overall,potential,pac,sho,pas,dri,def,phy,international_reputation,skill_moves,weak_foot,work_rate_att,work_rate_def,preferred_foot,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,rs,RW,RF,ram,rcm,RM,rdm,rcb,RB,rwb,ST,LW,CF,CAM,CM,LM,CDM,CB,LB,lwb,ls,LF,lam,lcm,ldm,lcb,GK,1_on_1_rush_trait,acrobatic_clearance_trait,argues_with_officials_trait,avoids_using_weaker_foot_trait,backs_into_player_trait,bicycle_kicks_trait,cautious_with_crosses_trait,chip_shot_trait,chipped_penalty_trait,comes_for_crosses_trait,corner_specialist_trait,diver_trait,dives_into_tackles_trait,diving_header_trait,driven_pass_trait,early_crosser_trait,fan's_favourite_trait,fancy_flicks_trait,finesse_shot_trait,flair_trait,flair_passes_trait,gk_flat_kick_trait,gk_long_throw_trait,gk_up_for_corners_trait,giant_throw_in_trait,inflexible_trait,injury_free_trait,injury_prone_trait,leadership_trait,long_passer_trait,long_shot_taker_trait,long_throw_in_trait,one_club_player_trait,outside_foot_shot_trait,playmaker_trait,power_free_kick_trait,power_header_trait,puncher_trait,rushes_out_of_goal_trait,saves_with_feet_trait,second_wind_trait,selfish_trait,skilled_dribbling_trait,stutter_penalty_trait,swerve_pass_trait,takes_finesse_free_kicks_trait,target_forward_trait,team_player_trait,technical_dribbler_trait,tries_to_beat_defensive_line_trait,poacher_speciality,speedster_speciality,aerial_threat_speciality,dribbler_speciality,playmaker_speciality,engine_speciality,distance_shooter_speciality,crosser_speciality,free_kick_specialist_speciality,tackling_speciality,tactician_speciality,acrobat_speciality,strength_speciality,clinical_finisher_speciality,prefers_rs,prefers_rw,prefers_rf,prefers_ram,prefers_rcm,prefers_rm,prefers_rdm,prefers_rcb,prefers_rb,prefers_rwb,prefers_st,prefers_lw,prefers_cf,prefers_cam,prefers_cm,prefers_lm,prefers_cdm,prefers_cb,prefers_lb,prefers_lwb,prefers_ls,prefers_lf,prefers_lam,prefers_lcm,prefers_ldm,prefers_lcb,prefers_gk,add_pos
192563,B. Leno,Bernd Leno,Bayer 04 Leverkusen,https://cdn.futbin.com/content/fifa18/img/clubs/32.png,1247,25,German Bundesliga,1992-03-04,190.0,83.0,Normal,False,https://cdn.sofifa.org/flags/21@3x.png,Germany,https://cdn.futbin.com/content/fifa18/img/players/192563.png,34000000.0,61000.0,60400000.0,85,88,85,84,74,83,49,85,3,1,4,Medium,Medium,Right,9,9,13,37,10,16,9,8,33,22,46,52,52,81,44,23,73,43,68,14,28,22,7,53,23,62,8,15,18,85,84,74,85,83,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,GK
192448,M. ter Stegen,Marc-André ter Stegen,FC Barcelona,https://cdn.futbin.com/content/fifa18/img/clubs/241.png,1274,25,Spanish Primera División,1992-04-30,187.0,85.0,Normal,True,https://cdn.sofifa.org/flags/21@3x.png,Germany,https://cdn.futbin.com/content/fifa18/img/players/192448.png,35500000.0,155000.0,75400000.0,85,89,84,83,87,86,45,81,3,1,4,Medium,Medium,Right,15,14,11,30,14,17,18,12,38,18,38,50,37,82,43,22,79,35,79,10,43,22,11,57,25,62,10,13,10,84,83,87,81,86,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,GK
167628,S. Ruffier,Stéphane Ruffier,AS Saint-Étienne,https://cdn.futbin.com/content/fifa18/img/clubs/1819.png,1257,30,French Ligue 1,1986-09-27,188.0,93.0,Stocky,False,https://cdn.sofifa.org/flags/18@3x.png,France,https://cdn.futbin.com/content/fifa18/img/players/167628.png,24500000.0,49000.0,46600000.0,85,85,82,84,77,87,48,85,3,1,3,Medium,Medium,Right,11,11,12,33,13,12,17,12,34,15,45,50,51,78,55,21,72,37,76,11,31,25,12,49,25,57,11,12,11,82,84,77,85,87,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,GK
200316,T. Horn,Timo Horn,1. FC Köln,https://cdn.futbin.com/content/fifa18/img/clubs/31.png,1260,24,German Bundesliga,1993-05-12,192.0,90.0,Normal,False,https://cdn.sofifa.org/flags/21@3x.png,Germany,https://cdn.futbin.com/content/fifa18/img/players/200316.png,31000000.0,39000.0,58900000.0,84,90,83,81,83,86,48,82,2,1,4,Medium,Medium,Left,19,13,14,35,14,20,12,15,32,22,45,51,50,81,31,22,64,31,67,17,41,22,15,55,21,20,11,13,12,83,81,83,82,86,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,GK
189117,R. Bürki,Roman Bürki,Borussia Dortmund,https://cdn.futbin.com/content/fifa18/img/clubs/22.png,1257,26,German Bundesliga,1990-11-14,187.0,85.0,Normal,False,https://cdn.sofifa.org/flags/47@3x.png,Switzerland,https://cdn.futbin.com/content/fifa18/img/players/189117.png,26000000.0,69000.0,46200000.0,84,86,84,83,73,85,48,79,3,1,2,Medium,Medium,Right,15,8,17,37,13,16,13,12,24,23,44,52,51,80,52,22,74,36,74,14,35,18,10,50,20,58,14,13,16,84,83,73,79,85,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,GK
179783,R. Fährmann,Ralf Fährmann,FC Schalke 04,https://cdn.futbin.com/content/fifa18/img/clubs/34.png,1190,28,German Bundesliga,1988-09-27,196.0,95.0,Normal,False,https://cdn.sofifa.org/flags/21@3x.png,Germany,https://cdn.futbin.com/content/fifa18/img/players/179783.png,25000000.0,54000.0,44400000.0,84,85,83,86,52,87,43,85,2,1,2,Medium,Medium,Right,14,11,15,25,11,15,18,11,26,24,38,47,39,84,36,24,72,32,79,9,36,23,11,42,21,61,12,12,10,83,86,52,85,87,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,GK
178750,Sergio Asenjo,Sergio Asenjo Andrés,Villarreal CF,https://cdn.futbin.com/content/fifa18/img/clubs/483.png,1341,28,Spanish Primera División,1989-06-28,189.0,87.0,Stocky,False,https://cdn.sofifa.org/flags/45@3x.png,Spain,https://cdn.futbin.com/content/fifa18/img/players/178750.png,25000000.0,46000.0,54400000.0,84,85,86,83,76,85,56,82,2,1,3,Medium,Medium,Right,24,14,13,39,22,15,23,22,39,14,59,54,62,79,58,24,73,43,73,23,20,22,12,46,15,39,12,15,14,86,83,76,82,85,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,GK
215316,G. Rulli,Gerónimo Rulli,Real Sociedad,https://cdn.futbin.com/content/fifa18/img/clubs/457.png,1284,25,Spanish Primera División,1992-05-20,189.0,84.0,Normal,False,https://cdn.sofifa.org/flags/52@3x.png,Argentina,https://cdn.futbin.com/content/fifa18/img/players/215316.png,25500000.0,28000.0,58700000.0,83,89,85,79,75,86,51,82,3,1,3,Medium,Medium,Right,12,15,12,32,16,15,19,20,23,15,54,48,58,77,50,24,68,42,73,17,26,21,12,58,24,30,16,13,17,85,79,75,82,86,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,GK
210257,Ederson,Ederson Santana de Moraes,Manchester City,https://cdn.futbin.com/content/fifa18/img/clubs/10.png,1320,23,English Premier League,1993-08-17,188.0,86.0,Normal,False,https://cdn.sofifa.org/flags/54@3x.png,Brazil,https://cdn.futbin.com/content/fifa18/img/players/210257.png,26000000.0,87000.0,53300000.0,83,89,81,76,82,87,63,78,2,1,2,Medium,Medium,Left,20,14,14,15,18,21,12,20,30,30,64,63,60,86,40,42,58,38,68,18,35,25,16,60,17,58,9,15,8,81,76,82,78,87,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,GK
199482,A. Lopes,Anthony Lopes,Olympique Lyonnais,https://cdn.futbin.com/content/fifa18/img/clubs/66.png,1334,26,French Ligue 1,1990-10-01,184.0,81.0,Normal,True,https://cdn.sofifa.org/flags/38@3x.png,Portugal,https://cdn.futbin.com/content/fifa18/img/players/199482.png,21500000.0,60000.0,42500000.0,83,85,86,79,73,85,62,79,2,1,1,Medium,Medium,Left,19,18,16,32,13,15,15,14,31,21,60,64,65,84,62,20,82,36,73,18,38,25,9,45,16,55,13,15,13,86,79,73,79,85,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,GK
198009,M. Perin,Mattia Perin,Genoa,https://cdn.futbin.com/content/fifa18/img/clubs/110556.png,1246,24,Italian Serie A,1992-11-10,188.0,77.0,Lean,False,https://cdn.sofifa.org/flags/27@3x.png,Italy,https://cdn.futbin.com/content/fifa18/img/players/198009.png,25000000.0,28000.0,44400000.0,83,88,80,85,71,90,56,78,2,1,3,Medium,Medium,Right,11,11,12,33,19,19,15,13,31,23,57,56,70,79,30,23,75,30,52,17,25,19,12,44,21,58,14,12,19,80,85,71,78,90,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,GK
178005,Rui Patrício,Rui Pedro dos Santos Patrício,Sporting CP,https://cdn.futbin.com/content/fifa18/img/clubs/237.png,1350,29,Portuguese Primeira Liga,1988-02-15,190.0,84.0,Normal,False,https://cdn.sofifa.org/flags/38@3x.png,Portugal,https://cdn.futbin.com/content/fifa18/img/players/178005.png,17500000.0,19000.0,35000000.0,83,83,85,81,80,82,55,79,3,1,2,Medium,Medium,Left,12,12,11,31,17,20,10,16,30,23,53,57,61,80,54,38,79,45,77,11,39,22,13,63,32,53,13,13,11,85,81,80,79,82,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,GK
177683,Y. Sommer,Yann Sommer,Borussia Mönchengladbach,https://cdn.futbin.com/content/fifa18/img/clubs/23.png,1299,28,German Bundesliga,1988-12-17,183.0,79.0,Normal,True,https://cdn.sofifa.org/flags/47@3x.png,Switzerland,https://cdn.futbin.com/content/fifa18/img/players/177683.png,21000000.0,39000.0,37300000.0,83,84,81,82,83,83,51,80,3,1,4,Medium,Medium,Right,13,13,10,40,8,15,12,13,31,25,48,54,55,80,58,23,69,45,68,12,38,21,15,58,24,57,11,19,12,81,82,83,80,83,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,GK
